row_id	conversation_id	utterance_id	context	target	emotion 
11901	461	17	> Ross: `But you ... you understand how ... how hard it is to forget about this .` > Joey: `Sure , it is hard to forget !` > Joey: `But that does not mean you have to talk about it !` > Joey: `A lot of things happened on that trip that we should never , ever talk about .`	A lot of things happened on that trip that we should never , ever talk about .	neutral
11902	461	18	> Joey: `Sure , it is hard to forget !` > Joey: `But that does not mean you have to talk about it !` > Joey: `A lot of things happened on that trip that we should never , ever talk about .` > Ross: `What the hell happened on that beach ? !`	What the hell happened on that beach ? !	surprise
11903	461	19	> Joey: `But that does not mean you have to talk about it !` > Joey: `A lot of things happened on that trip that we should never , ever talk about .` > Ross: `What the hell happened on that beach ? !` > Joey: `It is between us and the sea , Ross !`	It is between us and the sea , Ross !	neutral
11904	464	1	> Monica: `Gin .`	Gin .	joy
11905	464	2	> Monica: `Gin .` > Chandler: `We were playing Gin ? You know if we were a couple , we could play this game naked .`	We were playing Gin ? You know if we were a couple , we could play this game naked .	joy
11906	464	3	> Monica: `Gin .` > Chandler: `We were playing Gin ? You know if we were a couple , we could play this game naked .` > Monica: `Will you stop !`	Will you stop !	joy
11907	464	4	> Monica: `Gin .` > Chandler: `We were playing Gin ? You know if we were a couple , we could play this game naked .` > Monica: `Will you stop !` > Chandler: `Okay . All right .`	Okay . All right .	neutral
11908	464	5	> Chandler: `We were playing Gin ? You know if we were a couple , we could play this game naked .` > Monica: `Will you stop !` > Chandler: `Okay . All right .` > Monica: `Okay , all right , I think you are great , I think you are sweet , and you are smart , and I love you .`	Okay , all right , I think you are great , I think you are sweet , and you are smart , and I love you .	joy
11909	464	6	> Monica: `Will you stop !` > Chandler: `Okay . All right .` > Monica: `Okay , all right , I think you are great , I think you are sweet , and you are smart , and I love you .` > Monica: `But you will always be the guy who peed on me .`	But you will always be the guy who peed on me .	disgust
11910	473	1	> Joey: `This is the unit for you , my friend . Sturdy construction , tons of storage compartments , some big enough to fit a grown man .`	This is the unit for you , my friend . Sturdy construction , tons of storage compartments , some big enough to fit a grown man .	neutral
11911	473	2	> Joey: `This is the unit for you , my friend . Sturdy construction , tons of storage compartments , some big enough to fit a grown man .` > Guy: `What ? !`	What ? !	surprise
11912	473	3	> Joey: `This is the unit for you , my friend . Sturdy construction , tons of storage compartments , some big enough to fit a grown man .` > Guy: `What ? !` > Joey: `Oh yeah !`	Oh yeah !	joy
11913	473	4	> Joey: `This is the unit for you , my friend . Sturdy construction , tons of storage compartments , some big enough to fit a grown man .` > Guy: `What ? !` > Joey: `Oh yeah !` > Joey: `I got in there myself once .`	I got in there myself once .	joy
11914	473	5	> Guy: `What ? !` > Joey: `Oh yeah !` > Joey: `I got in there myself once .` > Joey: `My roommate bet me five bucks that I could not , and then he stuck a board through the handles that locked me in .`	My roommate bet me five bucks that I could not , and then he stuck a board through the handles that locked me in .	joy
11915	473	6	> Joey: `Oh yeah !` > Joey: `I got in there myself once .` > Joey: `My roommate bet me five bucks that I could not , and then he stuck a board through the handles that locked me in .` > Joey: `Yeah .`	Yeah .	neutral
11916	473	7	> Joey: `I got in there myself once .` > Joey: `My roommate bet me five bucks that I could not , and then he stuck a board through the handles that locked me in .` > Joey: `Yeah .` > Joey: `It was funny til I started feeling like I was in a coffin .`	It was funny til I started feeling like I was in a coffin .	neutral
11917	473	8	> Joey: `My roommate bet me five bucks that I could not , and then he stuck a board through the handles that locked me in .` > Joey: `Yeah .` > Joey: `It was funny til I started feeling like I was in a coffin .` > Guy: `No , you , you can not fit in that thing . That is not deep enough .`	No , you , you can not fit in that thing . That is not deep enough .	neutral
11918	473	9	> Joey: `Yeah .` > Joey: `It was funny til I started feeling like I was in a coffin .` > Guy: `No , you , you can not fit in that thing . That is not deep enough .` > Joey: `Oh yeah ? If I can not , I will knock five bucks off the price off the unit .`	Oh yeah ? If I can not , I will knock five bucks off the price off the unit .	anger
11919	473	10	> Joey: `It was funny til I started feeling like I was in a coffin .` > Guy: `No , you , you can not fit in that thing . That is not deep enough .` > Joey: `Oh yeah ? If I can not , I will knock five bucks off the price off the unit .` > Guy: `All right , you have yourself a deal .`	All right , you have yourself a deal .	neutral
11920	473	11	> Guy: `No , you , you can not fit in that thing . That is not deep enough .` > Joey: `Oh yeah ? If I can not , I will knock five bucks off the price off the unit .` > Guy: `All right , you have yourself a deal .` > Joey: `Okay .`	Okay .	joy
11921	473	12	> Joey: `Oh yeah ? If I can not , I will knock five bucks off the price off the unit .` > Guy: `All right , you have yourself a deal .` > Joey: `Okay .` > Joey: `See ? ! I told you !`	See ? ! I told you !	joy
11922	473	13	> Guy: `All right , you have yourself a deal .` > Joey: `Okay .` > Joey: `See ? ! I told you !` > Joey: `Sometimes I get in here just to get away from it !`	Sometimes I get in here just to get away from it !	neutral
11923	473	14	> Joey: `Okay .` > Joey: `See ? ! I told you !` > Joey: `Sometimes I get in here just to get away from it !` > Joey: `Hey , a nickel ! !`	Hey , a nickel ! !	surprise
11924	475	1	> Chip: `... and then Zana , just let one rip ! !`	... and then Zana , just let one rip ! !	surprise
11925	475	2	> Chip: `... and then Zana , just let one rip ! !` > Monica: `Look , not that I enjoy talking about people who I went to high school with , cause I do , but umm , maybe we could talk about something else ?`	Look , not that I enjoy talking about people who I went to high school with , cause I do , but umm , maybe we could talk about something else ?	neutral
11926	475	3	> Chip: `... and then Zana , just let one rip ! !` > Monica: `Look , not that I enjoy talking about people who I went to high school with , cause I do , but umm , maybe we could talk about something else ?` > Monica: `Like you , I do not even know where you work ?`	Like you , I do not even know where you work ?	neutral
11927	481	1	> Rachel: `What ? ! You got us evicted ! !`	What ? ! You got us evicted ! !	anger
11928	481	2	> Rachel: `What ? ! You got us evicted ! !` > Monica: `I told you not to go down there !`	I told you not to go down there !	anger
11929	481	3	> Rachel: `What ? ! You got us evicted ! !` > Monica: `I told you not to go down there !` > Joey: `Well he made Rachel cry !`	Well he made Rachel cry !	anger
11930	481	4	> Rachel: `What ? ! You got us evicted ! !` > Monica: `I told you not to go down there !` > Joey: `Well he made Rachel cry !` > Monica: `Rachel always cries !`	Rachel always cries !	anger
11931	481	5	> Monica: `I told you not to go down there !` > Joey: `Well he made Rachel cry !` > Monica: `Rachel always cries !` > Rachel: `That is not true !`	That is not true !	sadness
11932	481	6	> Joey: `Well he made Rachel cry !` > Monica: `Rachel always cries !` > Rachel: `That is not true !` > Monica: `Now Joey , you go down there and you suck up to him . I mean you suck like you have never sucked before !`	Now Joey , you go down there and you suck up to him . I mean you suck like you have never sucked before !	anger
11933	481	7	> Monica: `Rachel always cries !` > Rachel: `That is not true !` > Monica: `Now Joey , you go down there and you suck up to him . I mean you suck like you have never sucked before !` > Joey: `All right ! I will try ! But if I can not , you can stay with Chandler and I until you get settled .`	All right ! I will try ! But if I can not , you can stay with Chandler and I until you get settled .	neutral
11934	481	8	> Rachel: `That is not true !` > Monica: `Now Joey , you go down there and you suck up to him . I mean you suck like you have never sucked before !` > Joey: `All right ! I will try ! But if I can not , you can stay with Chandler and I until you get settled .` > Rachel: `Go ! !`	Go ! !	anger
11935	481	9	> Monica: `Now Joey , you go down there and you suck up to him . I mean you suck like you have never sucked before !` > Joey: `All right ! I will try ! But if I can not , you can stay with Chandler and I until you get settled .` > Rachel: `Go ! !` > Joey: `All right , all right , all right .`	All right , all right , all right .	neutral
11936	481	10	> Joey: `All right ! I will try ! But if I can not , you can stay with Chandler and I until you get settled .` > Rachel: `Go ! !` > Joey: `All right , all right , all right .` > Joey: `I mean I will have to check with him first , but I will think he will be cool with it .`	I mean I will have to check with him first , but I will think he will be cool with it .	neutral
11937	484	1	> Mr. Treeger: `I am sure as hell not a dancer , it is no use . Marge will never go for me .`	I am sure as hell not a dancer , it is no use . Marge will never go for me .	sadness
11938	484	2	> Mr. Treeger: `I am sure as hell not a dancer , it is no use . Marge will never go for me .` > Joey: `Come on Treeger , do not say that .`	Come on Treeger , do not say that .	sadness
11939	484	3	> Mr. Treeger: `I am sure as hell not a dancer , it is no use . Marge will never go for me .` > Joey: `Come on Treeger , do not say that .` > Joey: `You just ahh , you just need more practice .`	You just ahh , you just need more practice .	neutral
11940	484	4	> Mr. Treeger: `I am sure as hell not a dancer , it is no use . Marge will never go for me .` > Joey: `Come on Treeger , do not say that .` > Joey: `You just ahh , you just need more practice .` > Joey: `Here , come on , let ahh , let try it again .`	Here , come on , let ahh , let try it again .	neutral
11941	484	5	> Joey: `Come on Treeger , do not say that .` > Joey: `You just ahh , you just need more practice .` > Joey: `Here , come on , let ahh , let try it again .` > Joey: `Plus , it was , it was probably mostly my fault , anyway .`	Plus , it was , it was probably mostly my fault , anyway .	sadness
11942	484	6	> Joey: `You just ahh , you just need more practice .` > Joey: `Here , come on , let ahh , let try it again .` > Joey: `Plus , it was , it was probably mostly my fault , anyway .` > Joey: `I mean , you know , I am not really that comfortable dancing with a ... We ... he ! !`	I mean , you know , I am not really that comfortable dancing with a ... We ... he ! !	joy
11943	484	7	> Joey: `Here , come on , let ahh , let try it again .` > Joey: `Plus , it was , it was probably mostly my fault , anyway .` > Joey: `I mean , you know , I am not really that comfortable dancing with a ... We ... he ! !` > Joey: `Hey !`	Hey !	joy
11944	484	8	> Joey: `Plus , it was , it was probably mostly my fault , anyway .` > Joey: `I mean , you know , I am not really that comfortable dancing with a ... We ... he ! !` > Joey: `Hey !` > Mr. Treeger: `Yeah !`	Yeah !	joy
11945	492	1	> Joey: `Aww man ! I can not believe I locked myself out again !`	Aww man ! I can not believe I locked myself out again !	anger
11946	492	2	> Joey: `Aww man ! I can not believe I locked myself out again !` > Chandler: `Hang on buddy !`	Hang on buddy !	neutral
11947	492	3	> Joey: `Aww man ! I can not believe I locked myself out again !` > Chandler: `Hang on buddy !` > Joey: `Oh my God ! What happened here ? Did you do all this ?`	Oh my God ! What happened here ? Did you do all this ?	surprise
11948	492	4	> Joey: `Aww man ! I can not believe I locked myself out again !` > Chandler: `Hang on buddy !` > Joey: `Oh my God ! What happened here ? Did you do all this ?` > Chandler: `I sure did .`	I sure did .	neutral
11949	495	1	> Ross: `Thank you , thanks .`	Thank you , thanks .	joy
11950	495	2	> Ross: `Thank you , thanks .` > Ross: `Yeah , I lost it .`	Yeah , I lost it .	sadness
11951	495	3	> Ross: `Thank you , thanks .` > Ross: `Yeah , I lost it .` > Ross: `You know , I am not gonna play anymore , would you , can you finish my set ?`	You know , I am not gonna play anymore , would you , can you finish my set ?	sadness
11952	495	4	> Ross: `Thank you , thanks .` > Ross: `Yeah , I lost it .` > Ross: `You know , I am not gonna play anymore , would you , can you finish my set ?` > Phoebe: `After that ? Yeah ! No , I mean if I can help .`	After that ? Yeah ! No , I mean if I can help .	surprise
11953	495	5	> Ross: `Yeah , I lost it .` > Ross: `You know , I am not gonna play anymore , would you , can you finish my set ?` > Phoebe: `After that ? Yeah ! No , I mean if I can help .` > Ross: `Yeah , like I could lose it .`	Yeah , like I could lose it .	joy
11954	495	6	> Ross: `You know , I am not gonna play anymore , would you , can you finish my set ?` > Phoebe: `After that ? Yeah ! No , I mean if I can help .` > Ross: `Yeah , like I could lose it .` > Rachel: `What ?`	What ?	surprise
11955	495	7	> Phoebe: `After that ? Yeah ! No , I mean if I can help .` > Ross: `Yeah , like I could lose it .` > Rachel: `What ?` > Ross: `I played bad on purpose , guys .`	I played bad on purpose , guys .	joy
11956	495	8	> Ross: `Yeah , like I could lose it .` > Rachel: `What ?` > Ross: `I played bad on purpose , guys .` > Monica: `Okay , so you were trying to play bad this whole time .`	Okay , so you were trying to play bad this whole time .	surprise
11957	495	9	> Rachel: `What ?` > Ross: `I played bad on purpose , guys .` > Monica: `Okay , so you were trying to play bad this whole time .` > Ross: `Yeah ... no , just that last song .`	Yeah ... no , just that last song .	neutral
11958	502	1	> Ross: `What happened ?`	What happened ?	surprise
11959	502	2	> Ross: `What happened ?` > Chandler: `He is not gonna make it , he is stuck in Chicago .`	He is not gonna make it , he is stuck in Chicago .	sadness
11960	502	3	> Ross: `What happened ?` > Chandler: `He is not gonna make it , he is stuck in Chicago .` > Ross: `Ohh , man ! Chicago , is sooo lucky !`	Ohh , man ! Chicago , is sooo lucky !	sadness
11961	502	4	> Ross: `What happened ?` > Chandler: `He is not gonna make it , he is stuck in Chicago .` > Ross: `Ohh , man ! Chicago , is sooo lucky !` > Chandler: `Stupid , useless Canadian money !`	Stupid , useless Canadian money !	anger
11962	508	1	> Drew: `I did not think you were gay . I do now .`	I did not think you were gay . I do now .	neutral
11963	508	2	> Drew: `I did not think you were gay . I do now .` > Chandler: `See my friend ... my friend , Rachel , she wants to be set up .`	See my friend ... my friend , Rachel , she wants to be set up .	neutral
11964	508	3	> Drew: `I did not think you were gay . I do now .` > Chandler: `See my friend ... my friend , Rachel , she wants to be set up .` > Drew: `Ahh , I just got out of a big relationship , I am not looking for anything serious .`	Ahh , I just got out of a big relationship , I am not looking for anything serious .	sadness
11965	508	4	> Drew: `I did not think you were gay . I do now .` > Chandler: `See my friend ... my friend , Rachel , she wants to be set up .` > Drew: `Ahh , I just got out of a big relationship , I am not looking for anything serious .` > Chandler: `Oh , you know what , that might be okay even if it was just kind of a fling , that might be all right with Rachel .`	Oh , you know what , that might be okay even if it was just kind of a fling , that might be all right with Rachel .	neutral
11966	508	5	> Chandler: `See my friend ... my friend , Rachel , she wants to be set up .` > Drew: `Ahh , I just got out of a big relationship , I am not looking for anything serious .` > Chandler: `Oh , you know what , that might be okay even if it was just kind of a fling , that might be all right with Rachel .` > Mike: `Whoa ... whoa ... whoa ... whoa ! Is this , hot Rachel , that you took to the Christmas party , Rachel ?`	Whoa ... whoa ... whoa ... whoa ! Is this , hot Rachel , that you took to the Christmas party , Rachel ?	surprise
11967	508	6	> Drew: `Ahh , I just got out of a big relationship , I am not looking for anything serious .` > Chandler: `Oh , you know what , that might be okay even if it was just kind of a fling , that might be all right with Rachel .` > Mike: `Whoa ... whoa ... whoa ... whoa ! Is this , hot Rachel , that you took to the Christmas party , Rachel ?` > Chandler: `Oh , by the way , that is her full name .`	Oh , by the way , that is her full name .	neutral
11968	508	7	> Chandler: `Oh , you know what , that might be okay even if it was just kind of a fling , that might be all right with Rachel .` > Mike: `Whoa ... whoa ... whoa ... whoa ! Is this , hot Rachel , that you took to the Christmas party , Rachel ?` > Chandler: `Oh , by the way , that is her full name .` > Mike: `Oh wow ! I am free for her !`	Oh wow ! I am free for her !	joy
11969	508	8	> Mike: `Whoa ... whoa ... whoa ... whoa ! Is this , hot Rachel , that you took to the Christmas party , Rachel ?` > Chandler: `Oh , by the way , that is her full name .` > Mike: `Oh wow ! I am free for her !` > Drew: `Oh , wait a second ! I did not say I was not free !`	Oh , wait a second ! I did not say I was not free !	surprise
11970	508	9	> Chandler: `Oh , by the way , that is her full name .` > Mike: `Oh wow ! I am free for her !` > Drew: `Oh , wait a second ! I did not say I was not free !` > Mike: `Hey , Chandler , why do not we talk this over at the Ranger game tomorrow ?`	Hey , Chandler , why do not we talk this over at the Ranger game tomorrow ?	neutral
11971	508	10	> Mike: `Oh wow ! I am free for her !` > Drew: `Oh , wait a second ! I did not say I was not free !` > Mike: `Hey , Chandler , why do not we talk this over at the Ranger game tomorrow ?` > Drew: `Hold on , you know I just got a box of Cubans , maybe I bring them by your office around uh , five ?`	Hold on , you know I just got a box of Cubans , maybe I bring them by your office around uh , five ?	neutral
11972	508	11	> Drew: `Oh , wait a second ! I did not say I was not free !` > Mike: `Hey , Chandler , why do not we talk this over at the Ranger game tomorrow ?` > Drew: `Hold on , you know I just got a box of Cubans , maybe I bring them by your office around uh , five ?` > Chandler: `Oh well , that is uh , a little later than I uh , generally care to stay , but sure !`	Oh well , that is uh , a little later than I uh , generally care to stay , but sure !	joy
11973	508	12	> Mike: `Hey , Chandler , why do not we talk this over at the Ranger game tomorrow ?` > Drew: `Hold on , you know I just got a box of Cubans , maybe I bring them by your office around uh , five ?` > Chandler: `Oh well , that is uh , a little later than I uh , generally care to stay , but sure !` > Mike: `Maybe , before the game we could enjoy some eight year old some small batch Basel Hadens .`	Maybe , before the game we could enjoy some eight year old some small batch Basel Hadens .	neutral
11974	508	13	> Drew: `Hold on , you know I just got a box of Cubans , maybe I bring them by your office around uh , five ?` > Chandler: `Oh well , that is uh , a little later than I uh , generally care to stay , but sure !` > Mike: `Maybe , before the game we could enjoy some eight year old some small batch Basel Hadens .` > Chandler: `Well , I do not really know what that is , but let＊s ! !`	Well , I do not really know what that is , but let＊s ! !	joy
11975	512	1	> Monica: `Hey , Joey , could you pass the cheese ?`	Hey , Joey , could you pass the cheese ?	neutral
11976	512	2	> Monica: `Hey , Joey , could you pass the cheese ?` > Joey: `Listen uh , I would prefer it if you did not call me Joey .`	Listen uh , I would prefer it if you did not call me Joey .	neutral
11977	512	3	> Monica: `Hey , Joey , could you pass the cheese ?` > Joey: `Listen uh , I would prefer it if you did not call me Joey .` > Joey: `Since I do not know anyone here , I thought it might be fun to try out a cool work nickname .`	Since I do not know anyone here , I thought it might be fun to try out a cool work nickname .	neutral
11978	512	4	> Monica: `Hey , Joey , could you pass the cheese ?` > Joey: `Listen uh , I would prefer it if you did not call me Joey .` > Joey: `Since I do not know anyone here , I thought it might be fun to try out a cool work nickname .` > A Waiter: `Hey , dragon ! Here is your tips from Monday and Tuesday .`	Hey , dragon ! Here is your tips from Monday and Tuesday .	neutral
11979	512	5	> Joey: `Listen uh , I would prefer it if you did not call me Joey .` > Joey: `Since I do not know anyone here , I thought it might be fun to try out a cool work nickname .` > A Waiter: `Hey , dragon ! Here is your tips from Monday and Tuesday .` > Joey: `There is like ... there is like 300 bucks in this one !`	There is like ... there is like 300 bucks in this one !	surprise
11980	512	6	> Joey: `Since I do not know anyone here , I thought it might be fun to try out a cool work nickname .` > A Waiter: `Hey , dragon ! Here is your tips from Monday and Tuesday .` > Joey: `There is like ... there is like 300 bucks in this one !` > The Waiter: `Yeah , people get pretty generous around the holidays . And it never hurts to wear tight trousers .`	Yeah , people get pretty generous around the holidays . And it never hurts to wear tight trousers .	neutral
11981	512	7	> A Waiter: `Hey , dragon ! Here is your tips from Monday and Tuesday .` > Joey: `There is like ... there is like 300 bucks in this one !` > The Waiter: `Yeah , people get pretty generous around the holidays . And it never hurts to wear tight trousers .` > Monica: `Could the waiters gather around to hear tonight specials ?`	Could the waiters gather around to hear tonight specials ?	neutral
11982	512	8	> Joey: `There is like ... there is like 300 bucks in this one !` > The Waiter: `Yeah , people get pretty generous around the holidays . And it never hurts to wear tight trousers .` > Monica: `Could the waiters gather around to hear tonight specials ?` > Monica: `Okay , first there is a Chilean Sea Bass prepared with a Mango relish on a bag ... Why is nobody writing these down ?`	Okay , first there is a Chilean Sea Bass prepared with a Mango relish on a bag ... Why is nobody writing these down ?	neutral
11983	512	9	> The Waiter: `Yeah , people get pretty generous around the holidays . And it never hurts to wear tight trousers .` > Monica: `Could the waiters gather around to hear tonight specials ?` > Monica: `Okay , first there is a Chilean Sea Bass prepared with a Mango relish on a bag ... Why is nobody writing these down ?` > The Waiter: `Because we can remember them .`	Because we can remember them .	neutral
11984	512	10	> Monica: `Could the waiters gather around to hear tonight specials ?` > Monica: `Okay , first there is a Chilean Sea Bass prepared with a Mango relish on a bag ... Why is nobody writing these down ?` > The Waiter: `Because we can remember them .` > Monica: `Because your all gonna make up fake specials and make me cook them like you did the other night ?`	Because your all gonna make up fake specials and make me cook them like you did the other night ?	anger
11985	516	1	> Phoebe: `You know you guys were a lot more supportive when I wanted to make denim furniture .`	You know you guys were a lot more supportive when I wanted to make denim furniture .	neutral
11986	516	2	> Phoebe: `You know you guys were a lot more supportive when I wanted to make denim furniture .` > Joey: `No , Pheebs , listen , if you decide to do this , we will be supportive like crazy .`	No , Pheebs , listen , if you decide to do this , we will be supportive like crazy .	neutral
11987	516	3	> Phoebe: `You know you guys were a lot more supportive when I wanted to make denim furniture .` > Joey: `No , Pheebs , listen , if you decide to do this , we will be supportive like crazy .` > Monica: `We just want you to think it through .`	We just want you to think it through .	neutral
11988	516	4	> Phoebe: `You know you guys were a lot more supportive when I wanted to make denim furniture .` > Joey: `No , Pheebs , listen , if you decide to do this , we will be supportive like crazy .` > Monica: `We just want you to think it through .` > Rachel: `Yeah , honey , maybe you can talk to somebody who had a baby . Like your mom ?`	Yeah , honey , maybe you can talk to somebody who had a baby . Like your mom ?	neutral
11989	516	5	> Joey: `No , Pheebs , listen , if you decide to do this , we will be supportive like crazy .` > Monica: `We just want you to think it through .` > Rachel: `Yeah , honey , maybe you can talk to somebody who had a baby . Like your mom ?` > Phoebe: `My mom never gave birth . Oh ! But my birth mom did .`	My mom never gave birth . Oh ! But my birth mom did .	surprise
11990	517	1	> Chandler: `No , I am afraid I will not be able to make love as well as him .`	No , I am afraid I will not be able to make love as well as him .	anger
11991	517	2	> Chandler: `No , I am afraid I will not be able to make love as well as him .` > Ross: `Yeah , I was going for the metaphor .`	Yeah , I was going for the metaphor .	neutral
11992	517	3	> Chandler: `No , I am afraid I will not be able to make love as well as him .` > Ross: `Yeah , I was going for the metaphor .` > Chandler: `Yes , and I was saying the actual words .`	Yes , and I was saying the actual words .	neutral
11993	517	4	> Chandler: `No , I am afraid I will not be able to make love as well as him .` > Ross: `Yeah , I was going for the metaphor .` > Chandler: `Yes , and I was saying the actual words .` > Monica: `So big deal , so Joey had a lot of girlfriends , it does not mean he is great in bed .`	So big deal , so Joey had a lot of girlfriends , it does not mean he is great in bed .	neutral
11994	517	5	> Ross: `Yeah , I was going for the metaphor .` > Chandler: `Yes , and I was saying the actual words .` > Monica: `So big deal , so Joey had a lot of girlfriends , it does not mean he is great in bed .` > Chandler: `We share a wall ! So either he is great in bed , or she just likes to agree with him a lot .`	We share a wall ! So either he is great in bed , or she just likes to agree with him a lot .	anger
11995	517	6	> Chandler: `Yes , and I was saying the actual words .` > Monica: `So big deal , so Joey had a lot of girlfriends , it does not mean he is great in bed .` > Chandler: `We share a wall ! So either he is great in bed , or she just likes to agree with him a lot .` > Monica: `Sweetie , with you it is gonna be different . The sex is gonna be great , cause you ... you guys are in love .`	Sweetie , with you it is gonna be different . The sex is gonna be great , cause you ... you guys are in love .	joy
11996	517	7	> Monica: `So big deal , so Joey had a lot of girlfriends , it does not mean he is great in bed .` > Chandler: `We share a wall ! So either he is great in bed , or she just likes to agree with him a lot .` > Monica: `Sweetie , with you it is gonna be different . The sex is gonna be great , cause you ... you guys are in love .` > Chandler: `Yeah ?`	Yeah ?	surprise
11997	517	8	> Chandler: `We share a wall ! So either he is great in bed , or she just likes to agree with him a lot .` > Monica: `Sweetie , with you it is gonna be different . The sex is gonna be great , cause you ... you guys are in love .` > Chandler: `Yeah ?` > Rachel: `Yeah !`	Yeah !	joy
11998	517	9	> Monica: `Sweetie , with you it is gonna be different . The sex is gonna be great , cause you ... you guys are in love .` > Chandler: `Yeah ?` > Rachel: `Yeah !` > Ross: `Just go for it Chandler .`	Just go for it Chandler .	neutral
11999	517	10	> Chandler: `Yeah ?` > Rachel: `Yeah !` > Ross: `Just go for it Chandler .` > Monica: `Yeah , you should .`	Yeah , you should .	neutral
12000	517	11	> Rachel: `Yeah !` > Ross: `Just go for it Chandler .` > Monica: `Yeah , you should .` > Rachel: `Yeah , you should , really .`	Yeah , you should , really .	neutral
12001	517	12	> Ross: `Just go for it Chandler .` > Monica: `Yeah , you should .` > Rachel: `Yeah , you should , really .` > Chandler: `All right , all right , I will go sleep with my girlfriend . But I am just doing it for you guys .`	All right , all right , I will go sleep with my girlfriend . But I am just doing it for you guys .	neutral
12002	519	1	> Joey: `Well , how ... how come ?`	Well , how ... how come ?	neutral
12003	519	2	> Joey: `Well , how ... how come ?` > Tour Guide: `That is just the way it is .`	That is just the way it is .	neutral
12004	519	3	> Joey: `Well , how ... how come ?` > Tour Guide: `That is just the way it is .` > Joey: `That is crazy .`	That is crazy .	surprise
12005	519	4	> Joey: `Well , how ... how come ?` > Tour Guide: `That is just the way it is .` > Joey: `That is crazy .` > Tour Guide: `Maybe it is crazy in a perfect world , a world without lab coats and blazers , but you not in a perfect world , you in a museum now .`	Maybe it is crazy in a perfect world , a world without lab coats and blazers , but you not in a perfect world , you in a museum now .	neutral
12006	519	5	> Tour Guide: `That is just the way it is .` > Joey: `That is crazy .` > Tour Guide: `Maybe it is crazy in a perfect world , a world without lab coats and blazers , but you not in a perfect world , you in a museum now .` > Tour Guide: `See that scientist in the classes , he and I used to play together all the time in grade school , but now ...`	See that scientist in the classes , he and I used to play together all the time in grade school , but now ...	neutral
12007	519	6	> Joey: `That is crazy .` > Tour Guide: `Maybe it is crazy in a perfect world , a world without lab coats and blazers , but you not in a perfect world , you in a museum now .` > Tour Guide: `See that scientist in the classes , he and I used to play together all the time in grade school , but now ...` > Tour Guide: `Peter ! Hey , Peter ! It＊s me Rhonda ! From PS ... 129 !`	Peter ! Hey , Peter ! It＊s me Rhonda ! From PS ... 129 !	anger
12008	519	7	> Tour Guide: `Maybe it is crazy in a perfect world , a world without lab coats and blazers , but you not in a perfect world , you in a museum now .` > Tour Guide: `See that scientist in the classes , he and I used to play together all the time in grade school , but now ...` > Tour Guide: `Peter ! Hey , Peter ! It＊s me Rhonda ! From PS ... 129 !` > Tour Guide: `I shared my pudding with you , man !`	I shared my pudding with you , man !	anger
12009	519	8	> Tour Guide: `See that scientist in the classes , he and I used to play together all the time in grade school , but now ...` > Tour Guide: `Peter ! Hey , Peter ! It＊s me Rhonda ! From PS ... 129 !` > Tour Guide: `I shared my pudding with you , man !` > Tour Guide: `I gave you my Snack Pack !`	I gave you my Snack Pack !	anger
12010	519	9	> Tour Guide: `Peter ! Hey , Peter ! It＊s me Rhonda ! From PS ... 129 !` > Tour Guide: `I shared my pudding with you , man !` > Tour Guide: `I gave you my Snack Pack !` > Tour Guide: `See , he pretend he don＊t even hear me !`	See , he pretend he don＊t even hear me !	anger
12011	519	10	> Tour Guide: `I shared my pudding with you , man !` > Tour Guide: `I gave you my Snack Pack !` > Tour Guide: `See , he pretend he don＊t even hear me !` > Joey: `I ... I think everybody pretending they do not hear you .`	I ... I think everybody pretending they do not hear you .	neutral
12012	519	11	> Tour Guide: `I gave you my Snack Pack !` > Tour Guide: `See , he pretend he don＊t even hear me !` > Joey: `I ... I think everybody pretending they do not hear you .` > Joey: `Anyway , look , I do not know about you and your jackets and your separate tables , but Ross is one of my best friends , and if I save him a seat , I am telling you , he will sit in it !`	Anyway , look , I do not know about you and your jackets and your separate tables , but Ross is one of my best friends , and if I save him a seat , I am telling you , he will sit in it !	neutral
12013	519	12	> Tour Guide: `See , he pretend he don＊t even hear me !` > Joey: `I ... I think everybody pretending they do not hear you .` > Joey: `Anyway , look , I do not know about you and your jackets and your separate tables , but Ross is one of my best friends , and if I save him a seat , I am telling you , he will sit in it !` > Joey: `Ross ! Ross ! Over here , man ! I ... I saved you seat .`	Ross ! Ross ! Over here , man ! I ... I saved you seat .	neutral
12014	519	13	> Joey: `I ... I think everybody pretending they do not hear you .` > Joey: `Anyway , look , I do not know about you and your jackets and your separate tables , but Ross is one of my best friends , and if I save him a seat , I am telling you , he will sit in it !` > Joey: `Ross ! Ross ! Over here , man ! I ... I saved you seat .` > Ross: `That is okay , I am cool over here . I will catch up with you later , Joey .`	That is okay , I am cool over here . I will catch up with you later , Joey .	neutral
12015	526	1	> Monica: `I can not find garbage bags !`	I can not find garbage bags !	anger
12016	526	2	> Monica: `I can not find garbage bags !` > Rachel: `Oh , I think I saw some in here .`	Oh , I think I saw some in here .	neutral
12017	526	3	> Monica: `I can not find garbage bags !` > Rachel: `Oh , I think I saw some in here .` > Monica: `Ugh ! ! !`	Ugh ! ! !	surprise
12018	526	4	> Monica: `I can not find garbage bags !` > Rachel: `Oh , I think I saw some in here .` > Monica: `Ugh ! ! !` > Monica: `What is it ? !`	What is it ? !	fear
